Country,ccode,qtr,Approval_Smoothed,Approval_Not_Smoothed,NET_Smoothed,NET_Not_Smoothed,Relative_Smoothed,Relative_Not_Smoothed,year,quarter
Greece,Greece,2015q4,35.38493,34.253948,,,,,2015,4
Greece,Greece,2016q1,22.755739,20.10873,,,,,2016,1
Greece,Greece,2016q2,15.49323,14.41615,,,,,2016,2
Greece,Greece,2016q3,10.70971,10.45513,,,,,2016,3
Greece,Greece,2016q4,10.62395,11.54308,,,,,2016,4
Greece,Greece,2017q1,10.6297,11.60032,,,,,2017,1
Greece,Greece,2017q2,9.5604115,10.31235,,,,,2017,2
Greece,Greece,2017q3,11.20882,12.54493,,,,,2017,3
Greece,Greece,2017q4,12.80302,14.21268,,,,,2017,4
Greece,Greece,2018q1,14.24325,15.43329,,,,,2018,1
Greece,Greece,2018q2,13.96924,14.70898,,,,,2018,2
Greece,Greece,2018q3,14.18791,15.0376,,,,,2018,3
Greece,Greece,2018q4,15.6123,16.714661,,,,,2018,4
Greece,Greece,2019q1,14.85068,15.73077,,,,,2019,1
Guatemala,Guatemala,1987q4,52.229549,52.438351,12.04005,11.47947,57.41153,57.29826,1987,4
Guatemala,Guatemala,1988q1,46.546532,42.583561,2.4653029,-4.3320279,50.07399,46.31086,1988,1
Guatemala,Guatemala,1988q2,43.620499,42.583561,-2.079751,-4.3320279,47.14724,46.31086,1988,2
Guatemala,Guatemala,1988q3,42.113972,42.583561,-4.2372522,-4.3320279,45.979839,46.31086,1988,3
Guatemala,Guatemala,1988q4,41.338299,42.583561,-5.2614002,-4.3320279,45.514198,46.31086,1988,4
Guatemala,Guatemala,1989q1,40.938931,42.583561,-5.7475548,-4.3320279,45.328461,46.31086,1989,1
Guatemala,Guatemala,1989q2,40.733299,42.583561,-5.9783292,-4.3320279,45.254379,46.31086,1989,2
Guatemala,Guatemala,1989q3,40.62743,42.583561,-6.0878749,-4.3320279,45.224831,46.31086,1989,3
Guatemala,Guatemala,1989q4,40.572922,42.583561,-6.1398759,-4.3320279,45.213039,46.31086,1989,4
Guatemala,Guatemala,1990q1,40.544849,42.583561,-6.1645598,-4.3320279,45.20834,46.31086,1990,1
Guatemala,Guatemala,1990q2,35.82819,32.650719,-17.57642,-19.272011,37.67527,36.016609,1990,2
Guatemala,Guatemala,1990q3,36.616421,39.576389,-13.65339,-7.8500352,40.88047,44.258289,1990,3
Guatemala,Guatemala,1990q4,44.588219,52.880348,2.9307129,16.54484,53.530781,61.319462,1990,4
Guatemala,Guatemala,1991q1,48.628601,52.880348,10.78591,16.54484,58.569229,61.319462,1991,1
Guatemala,Guatemala,1991q2,50.6702,52.880348,14.5089,16.54484,60.576431,61.319462,1991,2
Guatemala,Guatemala,1991q3,58.046001,66.289688,33.862999,39.595112,73.070602,77.304329,1991,3
Guatemala,Guatemala,1991q4,57.201328,56.39587,30.471149,24.65867,70.712257,67.800293,1991,4
Guatemala,Guatemala,1992q1,58.933979,59.933971,31.09446,28.46854,71.411179,70.326523,1992,1
Guatemala,Guatemala,1992q2,56.435421,53.932178,26.61788,20.592859,68.062851,64.896477,1992,2
Guatemala,Guatemala,1992q3,55.19392,53.932178,24.48628,20.592859,66.72316,64.896477,1992,3
Guatemala,Guatemala,1992q4,53.406281,51.448971,20.54073,16.75115,64.196991,62.17585,1992,4
Guatemala,Guatemala,1993q1,54.071381,54.344601,14.50345,9.2410669,58.964432,55.68589,1993,1
Guatemala,Guatemala,1993q2,54.116821,53.829659,3.937917,-1.025999,50.982559,47.573391,1993,2
Guatemala,Guatemala,1993q3,65.638069,76.18351,34.602921,49.259861,70.480919,79.399452,1993,3
Guatemala,Guatemala,1993q4,70.376968,73.227074,44.09705,44.74229,76.1101,77.075722,1993,4
Guatemala,Guatemala,1994q1,71.715271,70.247223,44.558449,40.473721,76.560547,74.898582,1994,1
Guatemala,Guatemala,1994q2,73.602089,72.21817,45.500278,41.377239,76.386719,74.328743,1994,2
Guatemala,Guatemala,1994q3,75.550926,74.204742,46.65831,42.230949,75.935966,73.794838,1994,3
Guatemala,Guatemala,1994q4,59.52462,41.555149,27.962601,14.11531,69.373451,64.621262,1994,4
Guatemala,Guatemala,1995q1,51.241879,42.564232,21.852949,16.50132,67.071808,64.854668,1995,1
Guatemala,Guatemala,1995q2,48.095951,45.725529,20.74852,18.236019,66.088951,64.67173,1995,2
Guatemala,Guatemala,1995q3,53.739342,59.581799,30.18858,32.675072,73.029182,75.035072,1995,3
Guatemala,Guatemala,1995q4,50.872841,49.234329,26.5126,20.48341,69.925346,66.571762,1995,4
Guatemala,Guatemala,1996q1,49.51469,49.234329,24.50536,20.48341,68.61274,66.571762,1996,1
Guatemala,Guatemala,1996q2,43.93605,38.777119,14.65705,8.9422359,62.257599,58.635231,1996,2
Guatemala,Guatemala,1996q3,45.86533,48.684109,21.34243,23.88513,70.555519,73.653542,1996,3
Guatemala,Guatemala,1996q4,47.396702,49.66959,23.88414,23.43359,72.458656,71.852402,1996,4
Guatemala,Guatemala,1997q1,48.638371,50.665508,24.643101,23.00614,71.91301,70.163368,1997,1
Guatemala,Guatemala,1997q2,47.708988,47.692089,17.71076,12.40563,64.036659,59.113079,1997,2
Guatemala,Guatemala,1997q3,46.615791,46.687,14.44972,11.46587,61.134491,59.089249,1997,3
Guatemala,Guatemala,1997q4,45.1366,44.780811,13.11194,11.51826,60.30431,59.44265,1997,4
Guatemala,Guatemala,1998q1,46.886269,49.73629,16.738529,17.66959,63.216061,64.061768,1998,1
Guatemala,Guatemala,1998q2,60.42485,71.562637,37.549511,49.668091,55.735458,51.260139,1998,2
Guatemala,Guatemala,1998q3,54.839741,49.73629,27.95331,17.66959,61.269482,64.061768,1998,3
Guatemala,Guatemala,1998q4,55.715778,56.761951,27.81492,24.339911,66.823349,68.832237,1998,4
Guatemala,Guatemala,1999q1,60.3536,64.555611,33.759022,33.42337,71.040108,71.903542,1999,1
Guatemala,Guatemala,1999q2,60.92979,60.592339,33.567551,29.90922,71.961823,70.945129,1999,2
Guatemala,Guatemala,1999q3,55.639721,49.873348,22.74025,14.51004,63.79977,58.822578,1999,3
Guatemala,Guatemala,1999q4,52.207851,48.751499,15.04719,9.2185478,59.110298,56.319611,1999,4
Guatemala,Guatemala,2000q1,47.699989,43.795818,15.15889,14.04956,62.185741,63.20953,2000,1
Guatemala,Guatemala,2000q2,44.62104,42.81036,12.94064,10.4396,60.697922,59.296982,2000,2
Guatemala,Guatemala,2000q3,42.449348,41.813549,9.2514191,7.0226331,57.38649,55.62896,2000,3
Guatemala,Guatemala,2000q4,39.977379,39.422131,-2.9407229,-8.7879553,47.510609,43.170929,2000,4
Guatemala,Guatemala,2001q1,36.277031,35.019852,-11.40928,-14.05815,40.820389,38.782532,2001,1
Guatemala,Guatemala,2001q2,31.518721,29.253269,-20.107389,-22.730631,35.636822,34.72298,2001,2
Guatemala,Guatemala,2001q3,29.07576,30.810591,-30.432199,-31.16313,30.8351,30.874241,2001,3
Guatemala,Guatemala,2001q4,26.78871,28.868401,-34.142818,-30.74579,28.455299,29.948839,2001,4
Guatemala,Guatemala,2002q1,25.470181,28.634171,-43.399879,-42.164631,25.65156,27.172979,2002,1
Guatemala,Guatemala,2002q2,21.59856,23.171141,-48.40992,-44.309872,21.827089,22.979259,2002,2
Guatemala,Guatemala,2002q3,23.32885,29.83872,-42.67757,-32.502529,25.295549,30.279289,2002,3
Guatemala,Guatemala,2002q4,26.46438,34.147091,-35.572651,-25.475559,29.60161,34.542221,2002,4
Guatemala,Guatemala,2003q1,25.436159,28.839621,-41.08149,-37.77277,27.03529,28.56752,2003,1
Guatemala,Guatemala,2003q2,25.1087,29.34617,-42.280701,-36.21767,25.981529,28.36116,2003,2
Guatemala,Guatemala,2003q3,25.620859,30.84141,-40.442848,-33.26432,26.724649,29.90983,2003,3
Guatemala,Guatemala,2003q4,26.55208,31.83725,-35.79792,-27.14208,29.02968,32.98098,2003,4
Guatemala,Guatemala,2004q1,39.977852,56.432041,-.17200451,22.8225,54.230141,67.827408,2004,1
Guatemala,Guatemala,2004q2,51.390991,64.793037,1.261901,2.6880801,53.377941,52.98558,2004,2
Guatemala,Guatemala,2004q3,42.453899,34.80468,6.2537332,9.7669039,59.602299,62.74744,2004,3
Guatemala,Guatemala,2004q4,39.673828,38.952789,5.5210028,6.6992302,55.28949,53.478851,2004,4
Guatemala,Guatemala,2005q1,37.463669,37.376911,-1.6928509,-5.153018,47.813438,44.53809,2005,1
Guatemala,Guatemala,2005q2,41.446079,48.299191,-2.2309501,-1.003777,46.970249,47.46019,2005,2
Guatemala,Guatemala,2005q3,40.160141,40.817791,-3.597873,-2.61761,46.49593,47.195351,2005,3
Guatemala,Guatemala,2005q4,36.88113,36.816299,-4.916924,-4.6329131,45.337421,45.676182,2005,4
Guatemala,Guatemala,2006q1,37.27803,40.883499,-.39295679,4.1223922,48.851921,51.656631,2006,1
Guatemala,Guatemala,2006q2,38.80687,43.086979,4.6152549,7.9360709,52.42487,54.627449,2006,2
Guatemala,Guatemala,2006q3,35.953442,36.17728,-4.0855322,-9.3369799,46.03326,43.218842,2006,3
Guatemala,Guatemala,2006q4,37.842178,42.289501,.56429422,5.8228259,49.527069,52.445412,2006,4
Guatemala,Guatemala,2007q1,37.672279,39.850811,-.1112347,.1525764,48.803661,49.025959,2007,1
Guatemala,Guatemala,2007q2,43.140541,49.44817,14.76735,21.72127,58.11327,62.59724,2007,2
Guatemala,Guatemala,2007q3,43.327381,45.280338,12.05213,10.11021,56.170219,55.202419,2007,3
Guatemala,Guatemala,2007q4,43.671162,46.17215,6.4996052,5.0920801,53.318401,52.493591,2007,4
Guatemala,Guatemala,2008q1,54.72467,66.510567,18.90234,23.425871,61.188831,64.641861,2008,1
Guatemala,Guatemala,2008q2,50.288818,45.963638,14.05249,8.1190691,56.687469,53.744862,2008,2
Guatemala,Guatemala,2008q3,41.264519,33.374668,-5.0469542,-13.21369,45.113838,40.537079,2008,3
Guatemala,Guatemala,2008q4,50.718361,61.549568,3.7515891,9.3834572,52.074879,56.07362,2008,4
Guatemala,Guatemala,2009q1,51.69857,52.482021,17.95719,25.59198,62.169521,67.245239,2009,1
Guatemala,Guatemala,2009q2,50.956039,49.512589,18.29484,16.422621,60.500622,58.95285,2009,2
Guatemala,Guatemala,2009q3,59.479778,69.194313,14.90997,12.14339,57.74297,56.114601,2009,3
Guatemala,Guatemala,2009q4,66.567848,72.469528,20.24873,21.8748,61.938839,63.532581,2009,4
Guatemala,Guatemala,2010q1,69.646408,70.830353,15.86952,11.74781,56.583801,53.66375,2010,1
Guatemala,Guatemala,2010q2,62.510101,50.532059,11.69349,7.8886752,53.967529,52.659271,2010,2
Guatemala,Guatemala,2010q3,63.792259,64.979347,5.5769138,2.467406,51.584221,50.78614,2010,3
Guatemala,Guatemala,2010q4,63.778431,62.722488,10.38193,13.22695,56.017738,58.374451,2010,4
Guatemala,Guatemala,2011q1,51.139832,39.107349,6.0231938,3.332572,52.60656,51.111328,2011,1
Guatemala,Guatemala,2011q2,57.962269,63.40377,3.198467,2.0488601,50.77705,50.34201,2011,2
Guatemala,Guatemala,2011q3,55.471581,52.634312,4.2671142,5.7891102,52.259129,53.488098,2011,3
Guatemala,Guatemala,2011q4,45.40572,35.643768,23.51498,36.617882,65.772583,72.879791,2011,4
Guatemala,Guatemala,2012q1,67.976913,88.83918,57.563568,69.220451,85.034348,91.848503,2012,1
Guatemala,Guatemala,2012q2,73.42318,75.939217,46.403252,35.278599,80.438362,75.68222,2012,2
Guatemala,Guatemala,2012q3,70.224571,63.863411,53.989971,51.946991,83.674828,82.57576,2012,3
Guatemala,Guatemala,2012q4,75.181442,76.17955,49.64587,40.146839,78.296722,72.859459,2012,4
Guatemala,Guatemala,2013q1,80.352798,81.84034,43.052872,34.57357,70.796547,65.633003,2013,1
Guatemala,Guatemala,2013q2,74.366814,64.878548,22.09355,7.8676119,59.686661,53.498192,2013,2
Guatemala,Guatemala,2013q3,66.010338,54.83157,43.621342,52.613091,75.93261,82.838089,2013,3
Guatemala,Guatemala,2013q4,64.808273,59.506329,35.80122,31.93305,70.968803,68.018898,2013,4
Guatemala,Guatemala,2014q1,64.271049,62.626629,16.803619,.75154769,58.861961,51.328159,2014,1
Guatemala,Guatemala,2014q2,57.488659,49.952438,10.44501,4.1807079,57.685822,56.320229,2014,2
Guatemala,Guatemala,2014q3,54.795551,51.189651,18.601721,25.475479,62.699841,65.669273,2014,3
Guatemala,Guatemala,2014q4,56.648048,55.618198,24.046,25.38619,64.964691,65.272079,2014,4
Guatemala,Guatemala,2015q1,54.713402,52.70948,14.65387,7.2043591,57.970188,53.764,2015,1
Guatemala,Guatemala,2015q2,49.399132,44.690762,-14.43722,-31.092871,42.643631,35.29372,2015,2
Guatemala,Guatemala,2015q3,37.935459,28.08469,-20.023109,-16.02759,37.996689,38.284969,2015,3
Guatemala,Guatemala,2015q4,58.948059,79.877693,-20.792971,-16.02759,36.738468,38.284969,2015,4
Guatemala,Guatemala,2016q1,73.018639,85.293228,-20.520941,-16.02759,36.438351,38.284969,2016,1
Guatemala,Guatemala,2016q2,76.758873,77.524887,12.37225,26.631201,56.852749,66.264778,2016,2
Guatemala,Guatemala,2016q3,69.23806,58.822769,12.52185,8.2830706,56.396011,55.194199,2016,3
Guatemala,Guatemala,2016q4,69.329224,66.147003,11.11897,8.2830706,55.805641,55.194199,2016,4
Guatemala,Guatemala,2017q1,72.753738,73.614388,9.9537077,8.2830706,55.431831,55.194199,2017,1
Guatemala,Guatemala,2017q2,56.618408,39.079708,-3.171983,-7.9884939,47.235619,44.250648,2017,2
Guatemala,Guatemala,2017q3,48.33812,40.05233,-9.2258978,-9.8726244,44.28492,44.060421,2017,3
Guatemala,Guatemala,2017q4,42.459942,37.917221,-11.35062,-9.8726244,43.273941,44.060421,2017,4
Guatemala,Guatemala,2018q1,40.6166,40.942059,-11.26618,-8.7698689,42.647209,43.677509,2018,1
Guatemala,Guatemala,2018q2,39.653599,40.942059,,,,,2018,2
Guatemala,Guatemala,2018q3,37.041618,36.509232,,,,,2018,3
Guatemala,Guatemala,2018q4,35.50404,36.389809,,,,,2018,4
Guatemala,Guatemala,2019q1,37.150391,41.250179,,,,,2019,1
Honduras,Honduras,1986q2,46.47224,46.160389,18.421129,21.383129,66.938988,66.661819,1986,2
Honduras,Honduras,1986q3,41.974819,40.50729,13.11879,13.10729,62.982121,60.674259,1986,3
Honduras,Honduras,1986q4,42.126629,42.23674,12.92538,15.14014,62.63855,61.894798,1986,4
Honduras,Honduras,1987q1,42.142731,42.23674,12.62643,15.14014,62.37318,61.894798,1987,1
Honduras,Honduras,1987q2,43.51067,44.040482,13.51163,17.245211,62.898071,63.16032,1987,2
Honduras,Honduras,1987q3,44.789871,45.078152,12.61268,15.55116,61.142849,60.64188,1987,3
Honduras,Honduras,1987q4,45.14793,45.078152,12.50163,15.55116,60.791801,60.64188,1987,4
Honduras,Honduras,1988q1,45.248531,45.078152,12.52312,15.55116,60.737259,60.64188,1988,1
Honduras,Honduras,1988q2,46.09959,46.160389,11.65363,13.79694,59.345772,58.030628,1988,2
Honduras,Honduras,1988q3,46.920898,46.867031,9.473423,11.03833,56.949551,55.392841,1988,3
Honduras,Honduras,1988q4,43.787762,42.627209,5.1523089,5.5211058,53.923229,52.15395,1988,4
Honduras,Honduras,1989q1,40.081261,39.094021,-.31946161,-.68577248,50.098221,47.987171,1989,1
Honduras,Honduras,1989q2,39.883091,40.131691,.1342839,2.3635089,50.496498,50.173248,1989,2
Honduras,Honduras,1989q3,40.632092,41.213928,1.5533561,5.5211058,51.585709,52.439911,1989,3
Honduras,Honduras,1989q4,42.872791,43.635159,3.973969,7.8927689,53.050831,53.726341,1989,4
Honduras,Honduras,1990q1,45.401169,46.160389,5.9164572,10.34868,54.193008,55.060188,1990,1
Honduras,Honduras,1990q2,50.650139,51.813492,14.69046,22.76243,60.241821,63.487129,1990,2
Honduras,Honduras,1990q3,47.554878,46.279251,9.0501642,11.58174,56.438469,56.098,1990,3
Honduras,Honduras,1990q4,42.36784,40.50729,2.27583,.003880658,51.779518,48.436531,1990,4
Honduras,Honduras,1991q1,40.738659,40.420238,-.5976333,-.01108586,49.792992,48.389019,1991,1
Honduras,Honduras,1991q2,39.980759,40.05949,-2.039294,-.36193001,48.812141,48.160271,1991,2
Honduras,Honduras,1991q3,39.547352,39.797112,-2.910675,-.69060588,48.25491,47.984589,1991,3
Honduras,Honduras,1991q4,40.863251,41.526428,.1400003,3.7136509,50.445641,51.038651,1991,4
Honduras,Honduras,1992q1,42.585339,43.33017,3.110163,8.2746239,52.594269,54.205429,1992,1
Honduras,Honduras,1992q2,44.221668,44.743389,5.2250261,9.6538897,53.956001,54.92905,1992,2
Honduras,Honduras,1992q3,44.69627,44.743389,6.0648742,9.6538897,54.501839,54.92905,1992,3
Honduras,Honduras,1992q4,47.425812,47.856159,8.5260487,12.3642,55.598881,56.014881,1992,4
Honduras,Honduras,1993q1,50.62981,51.10289,10.61602,15.17095,56.505531,57.140781,1993,1
Honduras,Honduras,1993q2,49.895199,48.983051,9.7278118,12.41242,55.994549,55.792728,1993,2
Honduras,Honduras,1993q3,51.999191,51.749962,13.46734,17.494261,58.193119,58.723598,1993,3
Honduras,Honduras,1993q4,54.75708,54.635941,17.03784,22.75692,60.3204,61.762642,1993,4
Honduras,Honduras,1994q1,44.334751,40.503719,14.11758,15.86059,63.11665,64.657143,1994,1
Honduras,Honduras,1994q2,34.05191,31.31778,-5.6867299,-13.79363,46.91346,38.589142,1994,2
Honduras,Honduras,1994q3,28.80308,28.550871,-17.778749,-20.908199,38.17223,34.248711,1994,3
Honduras,Honduras,1994q4,25.14382,25.66489,-25.309219,-28.27593,33.01646,29.748079,1994,4
Honduras,Honduras,1995q1,27.99869,30.61117,-19.60708,-14.48327,36.29916,37.92387,1995,1
Honduras,Honduras,1995q2,28.24357,29.90456,-18.05249,-14.48327,36.922192,37.562061,1995,2
Honduras,Honduras,1995q3,28.873791,30.61117,-17.582609,-14.48327,37.329201,37.92387,1995,3
Honduras,Honduras,1995q4,30.205469,31.994619,-15.84728,-12.45053,38.72464,39.519661,1995,4
Honduras,Honduras,1996q1,31.66313,33.437611,-14.34071,-10.34547,39.947498,41.174351,1996,1
Honduras,Honduras,1996q2,28.72283,29.19795,-20.78194,-21.379601,35.913158,34.305752,1996,2
Honduras,Honduras,1996q3,27.0219,28.160351,-23.64698,-22.39596,33.809181,33.271488,1996,3
Honduras,Honduras,1996q4,25.72802,27.07811,-25.129391,-23.4485,32.584862,32.19907,1996,4
Honduras,Honduras,1997q1,24.221661,25.66489,-25.73975,-23.4485,31.3522,31.09029,1997,1
Honduras,Honduras,1997q2,23.786539,25.66489,-26.008921,-23.4485,30.89105,31.09029,1997,2
Honduras,Honduras,1997q3,32.092701,36.264061,-12.87704,-2.759505,40.851479,46.449799,1997,3
Honduras,Honduras,1997q4,35.595051,37.67728,-5.4224291,2.0679259,46.57505,50.143791,1997,4
Honduras,Honduras,1998q1,47.281639,51.10289,14.92206,29.65325,63.495251,72.675362,1998,1
Honduras,Honduras,1998q2,50.63028,51.10289,20.11681,26.89472,66.690514,68.823807,1998,2
Honduras,Honduras,1998q3,51.03159,50.396271,19.56216,22.75692,65.190483,64.517082,1998,3
Honduras,Honduras,1998q4,56.90749,57.313549,26.938459,32.243011,68.193916,68.737183,1998,4
Honduras,Honduras,1999q1,63.972191,64.528488,33.76207,42.066639,71.226593,73.113037,1999,1
Honduras,Honduras,1999q2,57.638901,53.929329,27.348749,27.584351,68.438004,66.9739,1999,2
Honduras,Honduras,1999q3,58.660221,57.462379,28.6269,32.411781,69.127663,69.203133,1999,3
Honduras,Honduras,1999q4,59.53336,58.15411,29.34479,32.750568,69.176804,68.95961,1999,4
Honduras,Honduras,2000q1,60.32325,58.87561,29.76717,33.10141,69.092453,68.7071,2000,1
Honduras,Honduras,2000q2,57.746819,55.342548,26.411221,27.584351,67.165237,65.841782,2000,2
Honduras,Honduras,2000q3,60.754681,59.838779,29.773661,33.343761,68.24147,68.007698,2000,3
Honduras,Honduras,2000q4,61.548698,59.838779,30.408319,33.343761,68.399948,68.007698,2000,4
Honduras,Honduras,2001q1,65.322739,64.528488,33.53492,39.308109,69.590218,70.253563,2001,1
Honduras,Honduras,2001q2,67.577377,65.925262,34.923641,39.281281,69.408348,69.188118,2001,2
Honduras,Honduras,2001q3,67.638802,65.194939,35.621422,39.25388,69.831093,69.660599,2001,3
Honduras,Honduras,2001q4,67.162201,64.526352,35.967621,39.306122,70.266167,70.251007,2001,4
Honduras,Honduras,2002q1,72.080238,70.885742,41.433521,47.581631,72.19735,72.88868,2002,1
Honduras,Honduras,2002q2,59.480202,53.053429,26.79723,21.21175,65.27346,60.98867,2002,2
Honduras,Honduras,2002q3,51.889332,48.27858,15.35915,11.6869,58.993172,55.46299,2002,3
Honduras,Honduras,2002q4,46.545158,44.473839,6.9842811,5.9297719,54.13414,52.000851,2002,4
Honduras,Honduras,2003q1,42.051628,40.505699,1.380847,-.034505028,50.781219,48.40929,2003,1
Honduras,Honduras,2003q2,44.094299,44.745461,2.5698199,5.481451,51.610569,51.76403,2003,2
Honduras,Honduras,2003q3,47.551842,48.372681,7.0845122,11.62978,54.355011,55.2943,2003,3
Honduras,Honduras,2003q4,49.004471,48.917339,7.781249,11.175,54.649288,54.87949,2003,4
Honduras,Honduras,2004q1,50.157162,49.89024,9.224453,13.4098,55.527512,56.243671,2004,1
Honduras,Honduras,2004q2,44.944889,42.93206,4.2680192,4.1241832,52.69017,51.022282,2004,2
Honduras,Honduras,2004q3,43.238338,42.640881,1.091109,2.05036,50.742538,49.6884,2004,3
Honduras,Honduras,2004q4,41.592049,41.256802,.2157888,2.3891089,50.34362,50.060799,2004,4
Honduras,Honduras,2005q1,40.042301,39.813931,.001147853,2.7399211,50.342369,50.446949,2005,1
Honduras,Honduras,2005q2,38.72644,38.813782,-1.8626159,-.01832466,49.074982,48.53598,2005,2
Honduras,Honduras,2005q3,40.098309,40.963638,-2.7177911,-.58195072,48.373619,47.983639,2005,3
Honduras,Honduras,2005q4,37.960018,37.740871,-6.725246,-6.1846948,45.73988,44.463772,2005,4
Honduras,Honduras,2006q1,40.313339,41.517792,-1.4883519,4.1612792,49.23996,51.140808,2006,1
Honduras,Honduras,2006q2,45.66333,47.30798,7.425087,14.53483,55.282421,58.04438,2006,2
Honduras,Honduras,2006q3,47.662849,47.993931,10.47123,16.36545,57.774719,59.834839,2006,3
Honduras,Honduras,2006q4,53.750439,54.98436,21.70068,29.45742,64.51989,67,2006,4
Honduras,Honduras,2007q1,57.01017,56.827808,24.678089,30.178341,65.917648,66.914886,2007,1
Honduras,Honduras,2007q2,40.241982,39.162659,21.15711,27.919889,64.227753,66.519836,2007,2
Honduras,Honduras,2007q3,41.63903,42.189049,9.781065,-1.196398,56.848949,48.13139,2007,3
Honduras,Honduras,2007q4,52.024891,54.98436,19.672939,27.4828,62.807339,65.422852,2007,4
Honduras,Honduras,2008q1,46.051208,43.60714,-.1366225,-6.0032759,48.474018,42.389622,2008,1
Honduras,Honduras,2008q2,42.330849,41.19519,-6.2388711,-3.1787281,46.4762,47.613129,2008,2
Honduras,Honduras,2008q3,42.582901,42.27581,-1.018355,-2.8423891,49.55304,46.608528,2008,3
Honduras,Honduras,2008q4,35.56707,34.06953,-9.289012,-9.6153812,43.83493,41.896332,2008,4
Honduras,Honduras,2009q1,36.912251,38.206791,-3.6667089,2.881629,47.927158,50.59436,2009,1
Honduras,Honduras,2009q2,36.974419,37.767391,-2.70244,1.437054,48.57333,49.530781,2009,2
Honduras,Honduras,2009q3,37.093201,37.781231,-3.839565,-1.944836,47.7337,47.197361,2009,3
Honduras,Honduras,2009q4,38.85059,39.972752,12.39444,19.707399,56.361629,58.580631,2009,4
Honduras,Honduras,2010q1,62.89777,69.532387,28.742809,44.489891,65.223,71.617973,2010,1
Honduras,Honduras,2010q2,51.928829,47.038528,19.365311,17.846161,62.98349,61.959309,2010,2
Honduras,Honduras,2010q3,45.696571,42.903091,9.6781797,4.6216211,55.89127,50.53698,2010,3
Honduras,Honduras,2010q4,48.278221,48.96986,12.77173,17.77165,57.933239,59.163582,2010,4
Honduras,Honduras,2011q1,48.150211,47.67738,-.55493331,-6.6993761,49.966721,44.932678,2011,1
Honduras,Honduras,2011q2,49.379902,49.30286,-3.329772,-.2548992,47.98999,48.137981,2011,2
Honduras,Honduras,2011q3,48.92395,48.126492,6.3681378,13.01464,54.030392,56.223148,2011,3
Honduras,Honduras,2011q4,46.916821,45.864201,6.3573461,10.76245,52.830681,53.13678,2011,4
Honduras,Honduras,2012q1,39.169479,36.78442,-7.2134228,-9.5940809,43.508221,40.022598,2012,1
Honduras,Honduras,2012q2,37.525391,37.406631,-12.05248,-11.18472,41.19445,40.3316,2012,2
Honduras,Honduras,2012q3,34.81773,34.461979,-18.87315,-21.72155,37.877991,35.58213,2012,3
Honduras,Honduras,2012q4,38.336899,39.739559,-12.07364,-8.63661,43.180679,44.420769,2012,4
Honduras,Honduras,2013q1,29.99128,28.612909,-23.61236,-28.55632,36.0812,31.811661,2013,1
Honduras,Honduras,2013q2,23.83674,23.7351,-22.81521,-25.93712,35.581841,31.90896,2013,2
Honduras,Honduras,2013q3,28.583349,31.858959,-24.201031,-21.242001,35.13456,35.920631,2013,3
Honduras,Honduras,2013q4,29.538799,31.4216,-34.2062,-25.31691,29.14048,33.915932,2013,4
Honduras,Honduras,2014q1,38.98148,42.40897,-18.5667,-.4734911,38.250408,48.179699,2014,1
Honduras,Honduras,2014q2,48.821972,52.026112,.21491089,18.373341,49.865479,59.071079,2014,2
Honduras,Honduras,2014q3,48.448761,47.880829,2.7902479,9.9117279,51.57016,54.196972,2014,3
Honduras,Honduras,2014q4,46.523769,45.119579,9.444253,11.97542,55.617691,55.321091,2014,4
Honduras,Honduras,2015q1,52.18998,53.50618,22.58411,36.66515,63.971329,70.53019,2015,1
Honduras,Honduras,2015q2,53.122711,52.489319,14.52836,15.69381,59.002048,57.889599,2015,2
Honduras,Honduras,2015q3,45.581181,42.792461,4.0711579,2.1809361,52.434689,49.609131,2015,3
Honduras,Honduras,2015q4,49.3409,50.01561,1.37033,2.9213059,50.662949,49.944382,2015,4
Honduras,Honduras,2016q1,47.09726,45.94865,.61972618,3.457407,50.13953,50.185341,2016,1
Honduras,Honduras,2016q2,49.926079,50.41185,2.9151039,7.3569622,51.038059,51.772282,2016,2
Honduras,Honduras,2016q3,48.091888,47.015629,6.1326818,10.62674,52.86911,53.776588,2016,3
Honduras,Honduras,2016q4,52.353481,53.07159,10.66086,17.8377,55.620579,58.0868,2016,4
Honduras,Honduras,2017q1,52.27858,51.368488,11.23734,15.05281,55.9589,56.462528,2017,1
Honduras,Honduras,2017q2,54.291389,53.77882,12.95905,16.61965,57.08672,57.602482,2017,2
Honduras,Honduras,2017q3,53.002071,51.691891,12.29026,16.316589,56.959339,57.62233,2017,3
Honduras,Honduras,2017q4,51.770081,50.377529,3.1980331,4.61168,53.079029,53.246319,2017,4
Honduras,Honduras,2018q1,46.599239,44.63652,-2.880089,1.056865,49.730961,50.92075,2018,1
Honduras,Honduras,2018q2,40.52784,38.506969,-7.5490022,-6.1359649,47.051731,46.630421,2018,2
Honduras,Honduras,2018q3,35.63562,34.851379,,,,,2018,3
Honduras,Honduras,2018q4,34.285,34.851379,,,,,2018,4
Honduras,Honduras,2019q1,29.807871,29.45602,,,,,2019,1
Hungary,Hungary,1998q3,57.252361,57.415089,,,,,1998,3
Hungary,Hungary,1998q4,53.232738,53.209209,,,,,1998,4
Hungary,Hungary,1999q1,50.707649,50.75758,,,,,1999,1
Hungary,Hungary,1999q2,48.180161,48.212471,,,,,1999,2
