Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_B09001_001,SE_B09001_002,SE_B09001_003,SE_B09001_004,SE_B09001_005,SE_B09001_006,SE_B09001_007,SE_B09001_008,SE_A09003_001,SE_A07001_001,SE_A07001_002,SE_A07001_003,SE_A07001_004,SE_A07001_005,SE_A07001_006,SE_A07001_007,SE_A07001_008,SE_A07001_009,SE_A07001_010,SE_A07001_011,SE_A07001_012,SE_A07001_013,SE_A07001_014,SE_A07001_015,SE_A07001_016,SE_A07001_017,SE_A07001_018,SE_A07001_019,SE_A07001_020,SE_A07001_021,SE_A07001_022,SE_A07001_023,SE_A07001_024,SE_A07001_025,SE_A07001_026,SE_A07001_027,SE_A07001_028,SE_A07001_029,SE_A07001_030,SE_A07001_031,SE_A07001_032,SE_A07001_033,SE_A07001_034,SE_A07001_035,SE_A07001_036,SE_A07001_037,SE_A07001_038,SE_A07001_039,SE_A07001_040,SE_A07001_041,SE_A07001_042,SE_A07001_043,SE_A07001_044,SE_A07001_045,SE_A07001_046,SE_A07001_047,SE_A07001_048,SE_A07001_049,SE_A07001_050,SE_A07001_051,SE_A07001_052,SE_A07001_053,SE_A07001_054,SE_A07001_055,SE_A07001_056,SE_A07001_057,SE_A07001_058,SE_A07001_059,SE_A07001_060,SE_A07001_061,SE_A07001_062,SE_A07001_063,SE_A07001_064,SE_A07001_065,SE_A07001_066,SE_A07001_067,SE_A07001_068,SE_A07001_069,SE_A07001_070,SE_A07001_071,SE_A07001_072,SE_A07001_073,SE_A07001_074,SE_A07001_075,SE_A07001_076,SE_A07001_077,SE_A07001_078,SE_A07001_079,SE_A07001_080,SE_A07001_081,SE_A07001_082,SE_A07001_083,SE_A07001_084,SE_A07001_085,SE_A07001_086,SE_A07001_087,SE_A07001_088,SE_A07001_089,SE_A07001_090,SE_A07001_091,SE_A07001_092,SE_A07001_093,SE_A07001_094,SE_A07001_095,SE_A07001_096,SE_A07001_097,SE_A07001_098,SE_A07001_099,SE_A07001_100,SE_A07001_101,SE_A07001_102,SE_A07001_103,SE_A07001_104,SE_A07001_105,SE_A07001_106,SE_A07001_107,SE_A07001_108,SE_A07001_109,SE_A07001_110,SE_A07001_111,SE_A07001_112,SE_A07001_113,SE_A07001_114,SE_A07001_115,SE_A07001_116,SE_A07001_117,SE_A07001_118,SE_A07001_119,SE_A07001_120,SE_A07001_121,SE_A07001_122,SE_A07001_123
"36","04000US36","New York","New York","ny","040","00","ACSSF","0000001",,,,,"36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19798228,19798228,1176877,1140985,1159505,725937,1934115,2883167,2485508,2744981,2538802,1675514,895023,437814,13660809,1895439,3591287,3353270,2718987,1516018,381597,204211,62765,70712,43997,40043,68567,42867,38290,54078,43889,72704,8890814,856745,1963262,1566140,1515065,1428326,1070672,490604,33,4490631,733917,99151,60091,30185,25684,4222,28528,10532,97150,6922,26608,46806,5681,11133,154406,30259,97617,10847,14227,1456,381245,6834,8330,10581,72726,19458,76702,78709,7695,4492,95718,1965,1291790,601377,475936,401276,42011,32649,30496,94619,326,406956,7948,96360,160779,18358,65360,58151,166080,3238,5718,2318,88891,12823,24533,28559,114227,5565,31630,6574,6622,18499,3335,42002,3150,192893,20453,5654,4105,10694,7082,40234,23557,16677,6763,6263,500,103949,31224,5208,31873,35644,14412,13838,12426,10113,2313,1412,2258193,2201384,1101867,26006,26057,494465,131215,236229,97247,90648,509668,232937,7467,112065,64973,53191,10210,19686,9139,589849,21152,4617,24642,10919,103694,178569,164094,54121,5587,12842,9612,56809,56143,666
"37","04000US37","North Carolina","North Carolina","nc","040","00","ACSSF","0000001",,,,,"37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10052564,10052564,603983,640808,653323,391568,978834,1318591,1302261,1376492,1271767,904811,443367,166759,6784048,889694,1771742,2096896,1303604,520695,110809,90608,50320,55636,35690,36833,76348,47842,35688,44802,37823,56796,4334735,545726,1393201,991565,703789,445108,171990,83356,24,787939,83658,23850,19220,8876,8621,1723,1597,3033,23462,891,2897,16303,1718,1653,8631,2529,3673,711,1668,50,27610,549,880,1398,3617,2353,6496,4347,1827,255,5888,105,211138,51107,30920,25693,1437,3790,5736,14445,6,80180,575,1648,60149,3590,5586,8632,64471,2336,1091,7131,17448,5203,25260,6002,14553,1519,1673,1703,1072,2079,131,6376,827,53077,13618,3770,3672,6176,5945,8143,3329,4814,3579,3357,222,18103,3462,3449,5363,5829,3689,2875,2130,1552,578,745,437191,418318,36411,754,7412,8973,4547,8887,2645,3193,334370,240951,3191,30227,20088,31846,3907,3403,757,47537,3064,296,5464,2205,15152,5261,2630,6623,1152,5039,651,18873,18713,160
"38","04000US38","North Dakota","North Dakota","nd","040","00","ACSSF","0000001",,,,,"38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745475,745475,51766,49080,43801,25723,89615,111459,84411,88279,94145,56390,33235,17571,485490,37462,131653,176105,102497,26075,6583,5115,61285,63732,30500,31725,58250,,55463,47007,48064,64161,379812,112071,160562,52350,23908,14407,9548,6966,17,26715,3385,661,347,122,185,40,19,295,733,24,97,538,34,40,160,38,62,3,57,0,1831,20,38,9,159,70,336,111,726,57,305,0,9273,2209,1496,1390,13,93,364,345,4,3650,45,176,1190,121,134,1984,2545,37,15,3,1832,211,420,27,869,504,0,87,51,25,0,202,0,6402,2699,193,308,2198,448,564,68,496,369,363,6,1979,426,969,430,154,343,146,98,55,43,48,7509,4743,797,6,76,264,97,262,46,46,2898,2504,15,26,178,53,59,54,9,1048,22,15,312,0,520,63,11,18,23,60,4,2766,2758,8
"39","04000US39","Ohio","Ohio","oh","040","00","ACSSF","0000001",,,,,"39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11609756,11609756,695704,721139,747158,463167,1094438,1482711,1397632,1573683,1589482,1044159,548223,252260,7888150,805643,2646608,2287272,1341204,591026,129078,87319,52407,56395,30575,34326,71414,40543,38405,38087,41296,56652,5174623,743832,1598605,1246026,820587,505695,176627,83251,23,502335,108845,16828,13246,5452,6404,1390,1755,1827,22165,1456,2097,15744,1529,1339,12978,3165,8227,319,1223,44,56450,2765,1656,3373,4609,6015,10100,9911,2804,1454,13763,424,214054,60230,40538,34270,1592,4676,7377,12219,96,84487,577,1363,56000,3479,4071,18997,37870,3487,1543,2338,13244,3031,10892,3335,28744,2787,1903,4311,2615,2211,275,14642,2723,63436,23167,5270,3592,14305,3918,8333,3601,4732,1497,1447,50,22995,8703,1243,4552,8497,3526,2228,1747,1360,387,481,113772,98602,15141,162,1881,4701,1085,4921,1233,1158,65471,45434,710,5576,8425,3234,944,1017,131,17990,1125,381,3348,664,3827,1182,1301,3450,158,2130,424,15170,14982,188
"40","04000US40","Oklahoma","Oklahoma","ok","040","00","ACSSF","0000001",,,,,"40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896251,3896251,265113,269426,265580,156156,386488,538527,477005,482765,480861,331975,175838,66517,2553488,318653,803755,796716,422888,151995,34617,24864,49767,52774,32185,40846,56353,42456,40108,44487,41534,53562,1666706,298163,568642,362571,240837,121440,46679,28374,22,229586,15642,4400,3705,1302,2202,201,236,459,5870,221,438,4731,316,164,1021,178,493,84,266,0,4296,53,130,141,445,459,1324,651,83,108,902,55,63857,14769,8162,6810,308,1044,1428,5177,2,15082,0,1023,8738,1918,1806,1597,29758,618,448,2008,5037,1666,14888,5093,4093,606,316,298,357,304,25,2187,155,9721,2881,695,1219,967,971,1277,477,800,526,466,60,3444,1044,298,1721,381,622,2262,526,403,123,1736,138104,134604,3018,14,945,342,433,515,117,652,124899,108546,317,3566,7821,3932,163,403,151,6687,239,302,817,237,1371,347,153,1579,62,1518,62,3500,3480,20
"41","04000US41","Oregon","Oregon","or","040","00","ACSSF","0000001",,,,,"41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4025127,4025127,231854,242780,242234,147388,362918,558821,527675,514194,542174,392682,179433,82974,2797953,273693,655921,965412,561492,238020,59677,43738,56119,57026,33143,40296,72402,45149,46146,48161,44944,58196,1722917,276397,555196,358540,250369,173809,76190,32416,23,398391,60831,15595,11935,4958,5782,1195,1127,2533,14658,549,1734,8867,2190,1318,2300,440,923,331,564,42,28085,326,864,390,1154,3883,5970,10155,927,114,4302,193,125003,43219,25573,20010,2606,2957,6409,11160,77,26008,668,723,15606,3963,866,4182,48360,2852,1421,3469,13113,3622,21011,2872,7135,1159,706,720,531,743,373,2903,281,14577,8090,2829,1468,3793,1077,2020,1137,883,1137,1055,82,1838,320,143,1124,251,415,7361,2369,1643,726,4992,190619,176008,4125,90,2395,234,582,387,219,218,162878,150096,630,4348,5553,873,673,463,242,9005,1056,256,2144,851,1272,688,184,1631,54,813,56,14611,14611,0
"42","04000US42","Pennsylvania","Pennsylvania","pa","040","00","ACSSF","0000001",,,,,"42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12790505,12790505,711647,736583,763267,477420,1215635,1649488,1501781,1770235,1783427,1195873,659750,325399,8885953,898982,3161786,2151966,1621733,752518,171742,127226,56951,60591,35349,36898,69664,50625,34531,42301,37297,61345,5715074,758436,1605325,1186849,923686,729174,349593,162011,27,841731,168221,29935,21987,10562,9484,1941,4838,3110,28964,1512,4344,19129,2182,1797,29316,5986,18454,2563,2170,143,79807,936,2442,2347,12825,4225,15503,18980,3047,745,18757,199,332767,105565,70619,61542,3403,5674,5248,29448,250,123239,1171,7087,82769,4117,10004,18091,75366,7681,3033,2349,20878,3587,33404,4434,27580,2861,3900,2435,4879,4084,489,8932,1017,66675,12258,3400,3856,5002,3729,12777,5355,7422,2609,2493,116,30655,4512,11555,6605,7983,4647,3043,2374,1826,548,669,271025,255290,110631,2112,5763,55216,15480,20499,6804,4757,92162,58251,2090,6268,13060,8032,1710,2053,698,52497,3498,634,9519,2240,11593,8465,4178,7478,820,3261,811,15735,15434,301
"44","04000US44","Rhode Island","Rhode Island","ri","040","00","ACSSF","0000001",,,,,"44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056138,1056138,54571,56675,61119,38217,116295,140547,124511,149424,144635,93339,49153,27652,729261,92361,203355,193149,144515,67318,15471,13092,61043,65182,38368,26995,69090,42336,33697,41826,34514,67392,494031,62394,155265,114941,76522,50425,21983,12501,25,144210,31634,4129,2616,1379,1090,147,975,538,2830,93,649,1651,173,264,19883,713,2704,15961,489,16,4756,73,18,139,1254,329,1085,411,85,50,1312,36,27637,8155,6409,5431,410,568,537,1200,9,7243,25,256,5158,285,719,800,8955,2918,112,1710,1722,623,1365,505,3216,342,155,484,418,434,380,1003,68,17405,736,187,185,364,352,740,438,302,126,119,7,14147,428,2935,2022,8762,1304,392,200,130,70,192,67142,64598,30899,93,461,25313,2851,1141,345,695,21212,3154,57,2743,14069,699,110,216,164,12487,287,2216,1291,348,6235,637,149,822,59,418,25,2544,2442,102
"45","04000US45","South Carolina","South Carolina","sc","040","00","ACSSF","0000001",,,,,"45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4893444,4893444,289964,309396,306139,185456,476888,638521,598756,649562,643506,489068,223628,82560,3325601,447476,978521,1001523,571099,241554,48967,36461,48781,56174,31960,37486,59800,32500,35380,41749,39128,56851,2085473,263156,651038,469747,364068,216420,83593,37451,24,237789,39534,10306,8632,3520,4373,739,857,817,12393,474,1710,8923,550,736,4131,1292,1196,514,1104,25,12622,103,362,451,1522,1220,3195,2881,393,125,2370,82,57304,17148,10406,9018,356,1032,2037,4691,14,15839,30,290,12204,936,1058,1321,19647,1132,153,1089,9265,1897,4677,1434,4455,737,989,403,453,636,0,1237,215,10224,1966,552,539,875,538,2003,1200,803,1516,1465,51,3214,392,515,1684,623,987,1691,971,773,198,720,129036,120941,10852,391,2089,1407,844,3849,1290,982,91325,69744,1573,3484,7873,6040,1172,1207,232,18764,995,331,2901,612,8309,1077,496,2112,419,1327,185,8095,7983,112
"46","04000US46","South Dakota","South Dakota","sd","040","00","ACSSF","0000001",,,,,"46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855444,855444,60212,60424,57249,33076,83878,112691,98082,104537,113177,72564,39732,19822,560605,48034,170912,185545,109468,32264,8192,6190,54126,56820,32192,26847,46533,55809,40800,41606,41498,57096,408163,120015,156683,69208,31675,17555,8054,4973,17,28358,4039,657,552,243,280,29,14,91,1158,19,20,798,121,200,231,12,123,0,96,0,1984,273,30,58,65,73,202,641,264,0,378,9,10035,2509,1404,1294,95,15,268,832,5,2542,126,169,870,19,105,1253,4472,40,57,293,1299,1044,564,1175,465,135,36,10,44,17,2,221,47,5981,3551,1962,309,1280,179,511,32,479,231,221,10,1164,56,804,54,250,345,114,100,85,15,14,8189,7041,566,0,133,190,62,109,55,17,5553,3077,0,873,1313,189,37,34,30,922,133,26,113,59,126,45,5,363,0,50,2,1148,1148,0
"47","04000US47","Tennessee","Tennessee","tn","040","00","ACSSF","0000001",,,,,"47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6597381,6597381,402578,414561,424276,256232,621284,877784,838663,895003,853644,605154,297881,110321,4478450,603524,1461364,1246789,738613,301103,73194,53863,48708,51801,35371,40934,69802,36838,34231,40152,39378,52120,2830030,340842,860333,651229,488109,313640,125658,50219,25,326762,33443,8516,7079,2800,3641,638,596,841,10916,228,1393,8005,681,609,2239,383,1059,339,442,16,11725,189,887,650,964,1940,2724,1410,761,278,1922,47,99860,26537,14156,11964,521,1671,3993,8347,41,30725,277,715,21855,2723,2035,3120,28096,1409,429,4543,9143,1632,8088,2852,13808,6366,521,808,551,729,30,4803,694,33132,10078,3311,1565,5202,1127,10557,8546,2011,1131,1081,50,8749,1324,1056,3834,2535,1490,1620,1358,939,419,262,158707,150062,10875,77,4281,1187,1729,1582,806,1213,126674,93281,939,7906,11846,9990,875,1180,657,12513,1275,343,1707,1088,3137,540,486,2163,113,1486,175,8645,8556,89
"48","04000US48","Texas","Texas","tx","040","00","ACSSF","0000001",,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27419612,27419612,1981850,2026889,2015877,1188501,2752064,4002129,3705119,3494999,3036278,1915612,940462,359832,17454431,3005904,4372430,5065702,3288777,1255615,274956,191047,57051,60322,42401,50793,82507,51808,42456,54180,44798,70282,11988267,1459425,3512264,2448175,2120807,1470897,707573,269126,26,4622395,194512,60132,49927,24102,21203,4622,3090,7115,57207,1468,10558,35806,5145,4230,19876,3069,7166,1467,8032,142,56792,1497,1962,2741,7027,6694,14904,5513,4187,1208,11059,505,965729,202171,134776,96723,8557,29496,14279,53108,8,361067,4450,13247,233197,26698,55636,27839,333931,9179,6605,8572,97403,15600,173925,22647,65498,16080,4271,8134,4679,6698,614,25022,3062,210403,59120,18988,17176,22956,19222,20228,9210,11018,10123,9616,507,87871,8768,4224,65701,9178,13839,12780,8543,6920,1623,4237,3238971,3190568,91339,1584,42927,9276,4581,13513,10466,8992,2949876,2540719,4562,199941,69815,102493,17388,9514,5444,149353,11672,4510,17993,4128,42977,8721,4426,20647,1509,30724,2046,48403,48151,252
"49","04000US49","Utah","Utah","ut","040","00","ACSSF","0000001",,,,,"49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2993941,2993941,254014,260897,253015,143485,339440,444931,398090,309683,283291,181190,91294,34611,1743090,143466,397812,634661,375297,136858,30298,24698,65325,67070,40536,41569,67005,59421,45580,56187,46930,68817,1312886,224201,449585,295395,179255,104016,40817,19617,22,248125,25723,7336,5781,2129,2969,683,287,1268,7763,334,1064,4610,1214,541,2282,290,764,231,978,19,8307,438,384,182,700,407,1691,848,1753,150,1754,35,51616,16316,9413,6939,656,1818,2267,4387,249,12378,355,344,6631,1299,589,3160,18478,1317,538,1648,4816,1823,6846,1490,4393,1575,174,315,162,335,383,1449,51,8258,3537,497,627,2413,884,928,148,780,1068,953,115,1109,348,56,275,430,732,8058,2054,1052,1002,6004,154470,145771,2650,0,647,712,449,402,96,344,118043,102064,486,7412,5045,2071,625,234,106,25078,3692,757,4251,2740,2618,2095,107,5350,786,2523,159,8699,8689,10
"50","04000US50","Vermont","Vermont","vt","040","00","ACSSF","0000001",,,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624636,624636,29829,33012,34463,22476,66956,71987,70958,89138,96266,65301,30801,13449,437900,33883,129511,113364,95590,46246,11257,8049,57808,58244,41553,40585,54639,,54960,43333,52364,58346,297808,54197,93774,60775,43761,29000,11131,5170,23,28213,8462,2244,1765,772,805,188,191,288,2519,187,412,1368,270,282,456,129,198,24,88,17,3200,95,264,160,421,218,386,228,868,28,532,43,8802,2769,1824,1469,66,289,335,605,5,3360,0,81,911,134,82,2152,1713,65,46,92,644,119,669,78,941,330,98,92,18,58,33,312,19,2716,1235,114,589,532,889,211,157,54,110,103,7,257,112,0,34,111,14,272,264,209,55,8,7961,2938,496,0,75,35,126,156,91,13,1294,916,14,72,134,104,25,8,21,1148,82,35,142,82,210,61,224,194,25,30,63,5023,5020,3
"51","04000US51","Virginia","Virginia","va","040","00","ACSSF","0000001",,,,,"51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8365952,8365952,509922,522148,519554,314650,818913,1162784,1096763,1171473,1061878,706482,340671,140714,5680765,623937,1378738,1544593,1220919,670315,139950,102313,68766,73982,47246,59659,99829,85502,55081,70309,63929,74408,3918322,400718,1062478,832244,690187,529055,280908,122732,28,1014966,102093,25918,20478,9827,8840,1811,2090,3350,28620,1429,4783,18151,2225,2032,11491,2541,4682,1434,2783,51,35722,902,1355,1528,3354,3216,8784,4715,2796,509,8563,342,430575,113981,49915,39038,3104,7773,8437,53557,2072,162986,14157,10577,81415,15447,26538,14852,118569,4992,2236,2563,52877,7845,43608,4448,33560,8319,1752,3444,1608,5672,352,12413,1479,104874,42227,28741,3331,10155,5140,20496,8668,11828,2763,2705,58,31490,15007,1876,5067,9540,2758,3080,2428,1908,520,652,374344,360302,35489,794,7178,5858,3577,9568,5003,3511,231957,56575,2158,102112,28553,32788,4415,4670,686,92856,5365,26780,5658,2600,12496,4547,2446,25474,1391,5166,933,14042,13768,274
"53","04000US53","Washington","Washington","wa","040","00","ACSSF","0000001",,,,,"53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7169967,7169967,448145,456291,442413,268527,658536,1050215,937825,949448,929527,619386,282777,126877,4896055,448558,1101904,1658245,1064440,444410,104838,73660,66174,67533,47057,42804,83643,60714,46243,59086,49521,68926,3197463,381944,899283,669495,533893,410052,209321,93475,27,986504,151696,30157,21227,10092,9559,1576,2095,6835,29484,1350,4381,18317,3829,1607,5664,1110,2271,363,1823,97,86065,462,1834,1213,4185,7311,18633,32661,3330,223,16213,326,421236,148506,81986,60508,8104,13374,18086,47564,870,93273,1375,1075,68774,7321,4346,10382,159996,12774,4823,6019,66619,8739,55101,5921,18763,4488,2611,1741,579,2177,764,6403,698,55446,35620,17426,5052,13142,1844,5485,2451,3034,2970,2881,89,7589,1165,521,1892,4011,1938,16618,5831,4013,1818,10787,341508,295992,7333,138,2000,1216,1250,1486,703,540,267504,237358,658,10413,11574,4168,1874,1120,339,21155,1957,434,4438,1934,3774,1441,424,4093,816,1506,338,45516,45371,145
"54","04000US54","West Virginia","West Virginia","wv","040","00","ACSSF","0000001",,,,,"54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836843,1836843,101045,103690,106697,65437,166309,216829,225425,247043,268042,196401,100401,39524,1293665,182074,524710,329460,155423,74597,16296,11105,44061,44580,31939,24271,56701,31186,33318,34401,43242,44574,708784,110597,217765,143506,98138,73526,40420,24832,26,29578,5685,1739,1490,658,724,108,163,86,1851,75,285,1274,88,129,832,117,479,33,203,0,1211,21,43,104,179,28,543,102,0,0,191,52,13121,3853,2478,2231,80,167,614,761,0,4311,35,154,2696,783,270,373,3374,0,126,54,2138,330,606,120,1572,72,83,148,365,178,0,726,11,2008,543,243,17,283,26,322,207,115,53,53,0,945,140,141,495,169,119,450,417,256,161,33,8314,6986,1349,9,344,155,109,326,136,270,4146,2601,68,564,396,326,78,60,53,1491,39,66,192,139,210,97,72,478,14,132,52,1328,1317,11
"55","04000US55","Wisconsin","Wisconsin","wi","040","00","ACSSF","0000001",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5763217,5763217,337472,361656,370200,224622,561451,728204,692455,797083,793350,505120,265453,126151,3907816,323799,1222791,1226745,748413,278119,64212,43737,56759,59534,29081,39624,64367,39009,40000,44077,41046,60190,2767231,502649,918095,595303,376016,244229,85476,45463,22,281385,47376,7706,5287,2170,2780,337,565,1854,14084,949,1213,9737,1334,851,3682,1015,1993,64,604,6,21843,832,819,817,4104,1181,3593,2281,1221,929,6066,61,101407,25539,17221,15165,639,1417,1584,6576,158,27472,232,447,21926,902,2081,1884,41686,534,484,17374,6854,9981,3619,2840,5762,1243,447,316,229,798,70,2659,948,12473,4648,1117,1010,2521,546,1536,611,925,612,559,53,4423,551,783,1515,1574,708,1318,888,592,296,430,118811,111621,4661,75,1009,1088,345,1480,318,346,97721,89218,584,1262,2421,2202,1557,392,85,9239,1099,321,1422,820,2194,939,102,1108,311,676,247,7190,7173,17
"56","04000US56","Wyoming","Wyoming","wy","040","00","ACSSF","0000001",,,,,"56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583200,583200,37457,40669,38297,21935,56225,81398,71088,70920,80972,50406,24025,9808,388617,28130,111594,144939,67798,26053,5410,4693,60938,61801,43091,46826,45283,,45102,51919,48628,62564,276173,88503,110680,30266,17950,12854,8992,6928,18,20719,3357,1229,1102,331,648,123,92,35,994,26,90,663,53,162,299,56,151,17,75,0,835,8,50,58,27,57,208,226,0,2,199,0,4109,1341,899,821,18,60,128,298,16,674,2,28,203,101,50,290,1828,31,124,6,1291,281,64,31,259,5,0,49,33,0,0,172,7,1122,541,192,250,99,78,184,98,86,50,50,0,266,93,0,78,95,3,321,302,194,108,19,11810,10845,245,0,17,0,107,32,4,85,9912,8620,0,406,744,25,11,6,100,688,37,10,77,176,60,20,3,229,0,76,0,965,965,0
"72","04000US72","Puerto Rico","Puerto Rico","pr","040","00","ACSSF","0000001",,,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468963,3468963,172199,194329,221135,143664,346845,434128,438751,455380,432911,357631,198488,73502,2390791,605620,659365,530037,426310,115565,29241,24653,19775,20529,19138,21169,14842,,16936,21334,19709,30625,987480,85701,265336,189676,186650,131998,92022,36097,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
